electrolyte_type,electrolyte_thickness_um,c_rate,temperature_c,pressure_mpa,cycle_number,capacity_retention,interfacial_resistance_ohm
Sulfide,116.57459417683206,2.6138801177784914,25.49649546145832,0.3721034288107724,1197,54.8474580530706,450.0
Oxide,115.9292611360233,1.9161518965210376,54.999163843932706,2.809585608066854,679,63.687460189818175,450.0
Sulfide,87.78837314169441,2.040255194419149,44.40872183611317,2.766524202704933,1274,55.862679709714875,450.0
Polymer,28.899633513365146,0.46622207049525,59.29871588427597,8.21125574723495,1534,54.7419512733818,450.0
Polymer,68.24468199591661,2.842751842014407,48.35062649903847,7.135605734834068,502,56.84612789694523,450.0
Oxide,139.69965910023646,0.48446482470499885,57.09872160717951,9.817933330586941,1217,63.820883346754684,355.3932837855533
Polymer,95.97835826846539,2.346551517827215,20.80942869352377,7.143977713087002,790,57.64341791125905,386.87541361590104
Sulfide,89.98315262324274,0.8679673331571245,48.574243740846285,4.240729977234874,1931,57.49170400707623,292.67843329031945
Oxide,54.95095686968516,2.8074201167336295,11.010876007389871,7.019383843357647,750,64.54688301613042,430.246097421296
Sulfide,67.89835958915526,2.187882664171491,43.538001085576695,9.994644765145381,742,59.504234894980875,409.2309336803545
Sulfide,136.39499158991202,2.28605976763727,33.464113906012074,7.130404637369028,165,88.30085252394446,83.53637016146965
Oxide,106.64019617848864,0.7352716018736616,27.338003596003432,7.640645424205151,755,84.33160670796508,103.04912371440489
Sulfide,122.36031347780327,1.3848159322419664,53.12021761465446,9.389813650383568,90,90.89016761509718,103.16928048913886
Polymer,79.06490499879516,1.8916582643089306,52.71338463287653,1.2251474869856653,1715,55.12343079049865,450.0
Sulfide,101.93213852930053,2.332923492799143,11.115085244932178,7.077364505132496,987,57.54183220291994,450.0
Oxide,52.28986913661698,0.4014821901459298,40.47525612247155,8.522978983877744,1082,74.77665755106207,154.92918926628175
Oxide,111.70990793685321,2.8908594177181324,28.39161121604782,9.54834814218684,1997,56.249998158706255,434.3560800816344
Oxide,75.58817338143385,2.681639944608212,30.78305007502246,2.188595968145824,1287,59.25770362217076,450.0
Sulfide,77.53091692591693,0.8840109124371945,51.6020369609388,5.0888971764700175,648,71.53571021999574,206.93553530971724
Oxide,104.41190219499461,2.486004704793763,25.491988576383914,6.83749299168037,750,74.39395210038897,205.9994177546332
Oxide,141.71648079096047,1.603139376815488,57.152440531881005,2.549930522063241,819,61.9346352877716,450.0
Sulfide,28.320825059120722,1.439238796529854,18.981691318607037,6.044681346177713,243,84.76614785705793,87.36269121608316
Polymer,127.21662085511099,1.0118589068530757,43.13612116840889,2.6500299467301938,663,59.53699181911673,450.0
Sulfide,58.0098043535851,1.7848089012316182,43.60525335068824,3.4012245032633084,858,61.76368868136477,429.71044334447083
Oxide,77.70952908582912,2.2166784413404335,22.60975807139591,4.471035095457564,1900,61.430484936675356,293.62414104065925
Oxide,22.848732740751164,1.291705424391999,26.2375304483601,5.338981977591013,1783,66.14003435420905,204.9685599093205
Sulfide,59.1359901184607,1.924735659724047,51.739924628997024,4.548722129088991,219,80.54771653718534,177.20015769689246
Polymer,85.34206154191696,2.1280074713503807,48.09026274774762,4.982635645900499,9,98.39188191209908,51.30129561239233
Oxide,27.302890055167072,2.1622532693443293,26.454794015737978,3.056028687254097,430,78.17236794113906,267.45254064363667
Oxide,83.84244481981148,0.25070168458042275,36.69782734674669,1.673754430824043,1830,63.22061123459838,450.0
Oxide,140.52438175159557,2.593268636486694,13.084014812654772,0.5687647755357104,1903,54.3712720356669,450.0
Sulfide,33.70111835401468,1.428934612818639,20.43729411993146,2.04018935266751,13,97.90681232992294,38.412112171711755
Oxide,119.37729464981557,0.8610066369190218,34.291027943019955,5.861242050907252,1799,73.1791050648664,153.19071032133496
Polymer,73.25723693887903,0.8011170716910766,14.29868676396058,7.882542933251011,907,58.822421234451575,316.83821034887006
Oxide,105.17258288816394,1.5007409272474563,52.16661774459688,1.775551214684656,970,59.48231029924565,450.0
Oxide,53.83075773807982,2.6718114644599815,45.90031050538239,1.17469804194922,1249,55.74424673621131,450.0
Polymer,40.73399413037657,1.1972079868796761,57.18168353242474,7.517974569437578,1767,54.5828575645388,450.0
Oxide,40.86013985525943,2.2742046656722756,44.673345298201355,3.1210674723191683,690,67.31877062091418,450.0
Sulfide,29.163952933608805,0.380774319862934,57.02006861310928,9.51984444835079,1783,55.17325076104857,423.74616378076144
Sulfide,44.1340716371616,1.4805644362380792,37.72562778454825,7.171747909042693,1091,62.01251538535826,240.77676905870825
Sulfide,106.34852004856587,2.9758898071389335,40.01093055309847,3.334884867706006,1833,56.33619943232472,450.0
Polymer,134.61977953965607,2.3342696280977773,58.84855273131304,2.966473203157679,1693,54.644816145532594,450.0
Oxide,125.83633912685104,0.7105326164777777,42.106457343213016,5.284614024085959,677,85.46157076836552,100.21635182630845
Sulfide,109.06746028368293,1.554180273723941,11.53932844303733,0.8835322159542733,1527,54.821709148977085,450.0
Polymer,34.356142243443344,0.777511814580843,46.19013883152616,1.26499747518846,184,69.6468335124278,450.0
Oxide,57.59436801847348,1.2877266890612769,55.27343460687078,1.840993025030306,1005,58.571435209841674,450.0
Polymer,60.27489379192097,2.3622436688313977,49.77901248971633,7.769763573715146,208,68.96291737452331,369.79803926686446
Sulfide,52.49440303169076,2.3365519643421706,39.191663631271126,5.187187856764313,528,71.97872530840586,218.60882435707833
Sulfide,86.950735762264,0.7614910959169169,43.56517565467582,0.20461451546698511,1324,55.523793695352545,450.0
Sulfide,89.62199593435743,2.7744476226490944,59.509589462583584,6.767813621973879,818,57.462711635803785,450.0
Polymer,66.39517677224433,1.8184477300179978,14.533104425466917,4.294532768738921,1003,56.331446167138836,385.0436971739737
Polymer,65.99259063573669,1.201780443789842,43.36224143166198,5.157438413141599,1265,56.64942427313903,314.43918328187544
Sulfide,127.71222772779058,1.555613184264496,24.16988472852969,2.2197508097880623,455,70.0380039793772,398.8314942839856
Polymer,122.60807028155912,1.8547066349694568,42.00451982930851,5.562644061101626,1999,54.478826634481486,376.63375087441796
Sulfide,60.013458118496935,1.7236825423527777,40.38117879419694,9.793617073539737,1766,56.46477941217065,378.5948613692174
Sulfide,138.7924977035237,1.5105746030549168,17.672841605408102,0.8271024409570384,902,56.68896175454081,450.0
Oxide,143.8659522103258,1.5643051318592605,20.337332287011957,2.9107822566778636,1554,61.17510876299879,450.0
Polymer,62.476530463905306,0.6115945402408699,41.081478902160676,2.505676169322215,1683,55.70606120579014,450.0
Sulfide,66.07524334309713,2.4569254224835704,16.41149736518871,2.560638176436678,244,73.00364403543136,450.0
Sulfide,85.73243994485465,1.6711049278289447,23.259043756516142,3.8491929398972355,1587,60.1034144502638,289.3025443161312
Polymer,142.34570562937756,0.480131598943639,51.762277386900124,8.199286868967258,1986,55.110266465657084,379.03429648572074
Oxide,133.92152630850052,2.321855594590056,26.35457530008193,9.137301030647436,771,72.29254574870839,244.80195483206342
Oxide,33.33383513586668,2.8040875372943175,34.40300781348314,2.101929365843836,238,79.84099852900623,391.9842921596624
Sulfide,71.0549966252841,2.84719000778719,57.05701675729201,5.475204385686316,1270,54.736861347461,450.0
Polymer,91.93825466747035,1.1701514239924011,21.357454441847317,6.405299824438255,345,76.80218198055758,166.782419283315
Oxide,85.40722143170021,0.4929989333261867,29.48130086790052,5.266091996202064,1508,78.63129214590468,111.1050405015896
Polymer,45.202198831796046,1.603358917235889,40.32288877717728,4.397356302549504,310,75.49177658372768,198.36503336756766
Polymer,131.64618025186013,0.42656676511273994,47.76694647519861,2.000557508006455,1585,56.012996949379136,450.0
Sulfide,108.00230178958886,2.80856351368659,55.08266933563526,4.933371656072461,1308,56.28143882562357,450.0
Oxide,128.9280887307345,0.6323809193299234,55.773649378675756,4.072026794342156,38,98.77798336989595,34.427226968058925
Sulfide,131.63935631543137,0.8330209938583758,48.83200371863115,7.97607728877247,1820,56.78855855373448,329.10118130337287
Oxide,117.28626097654617,1.2792459279664143,21.416541829665523,7.659683155713652,32,99.74420956897681,31.92311549401833
Oxide,77.09737816246326,1.211176958821465,11.24046650212829,1.4265869439361403,1267,57.74131319691676,450.0
Oxide,99.3710781520052,2.404522387953878,29.18869651778119,0.976338620374369,1577,56.4465619785088,450.0
Oxide,40.84750279556661,1.4233187795977909,17.077442549391165,9.09072403795228,292,84.70022658113203,122.53084548992616
Oxide,107.573904271738,0.595227954009677,45.5193823719149,5.401533050748527,1639,70.69391058615827,185.4331748982383
Polymer,43.3029232461065,0.8749086969096148,43.05652934128584,8.592229279097648,292,72.30215139577682,205.92569910170076
Sulfide,110.21344676632039,1.5764288170438139,12.198582081072741,0.6756960936073714,1643,54.75768125447405,450.0
Polymer,49.84776089801593,0.5276163605357912,51.82968895654756,5.31250460356414,758,60.620618490840414,292.2042613912338
Oxide,35.28166901952859,1.873801459373441,22.437163314559115,5.4403224943047395,1406,66.83302906367432,240.72210493856386
Sulfide,41.48698371858447,1.7406671889983232,31.61135377455211,8.620950122167285,1623,55.78011275712764,306.0729302198408
Oxide,20.258977578479136,2.1726367175085475,43.39668677278712,1.0663389824741043,578,60.42564612966106,450.0
Sulfide,113.43615032095893,2.8193433846001663,31.470939342612667,2.480411080391502,1162,56.44799874563406,450.0
Polymer,115.21213637758929,2.7455382271933515,32.06439013999717,4.12472930748143,1862,55.242135297490556,395.8101878263072
Sulfide,86.94133548872372,2.843619292399611,13.281399766787018,8.671830606657428,1224,55.20044816806412,450.0
Sulfide,40.97716413719988,0.8096752313687327,30.07217746300019,9.394944819198614,1359,62.34044604525816,216.97392478028328
Sulfide,30.86206387638967,0.4815393892541284,48.242394660999175,9.927973733976916,605,67.18562346060708,235.48569140111093
Sulfide,22.48676563684731,0.9766024314397006,55.75881685932989,9.596015515939364,447,64.40789528267115,364.27791187747084
Sulfide,41.54726300547869,2.6957470010223124,30.67485685316859,0.15882338285910869,1372,54.41634503619396,450.0
Oxide,135.81121954780906,2.918955076408116,31.179291343953942,0.5723125803933332,278,76.16582933223393,450.0
Sulfide,51.39978942121863,2.5920423581043806,45.131355316182606,1.5613075096601279,994,55.909785235448325,450.0
Sulfide,66.05527253823803,0.41905139126987645,57.13860005526383,3.5537347580257044,532,71.57455441546169,292.73961032083844
Polymer,33.694912982573314,2.8475411943734,23.35304701196801,8.31618850677089,1825,55.36340117648967,450.0
Sulfide,48.906969617262135,1.3277382793172794,32.00721032689684,8.937296333821257,1423,60.182719741485975,261.0335825497842
Polymer,87.49919420142666,0.12699984321082566,49.79866217761506,1.9496606223163722,1415,54.82564450086172,450.0
Oxide,99.00784880243484,1.3829418481697615,40.48467846870193,6.234675101035116,984,75.86954578665242,165.4082142842135
Sulfide,51.89580084160744,0.23360059205885603,15.529317198197736,9.181883652146238,602,74.14983721428779,156.6434900094174
Polymer,27.50518069926524,1.677245971367241,41.386636778113285,4.690944185720076,562,62.48925689556601,293.4083367747721
Polymer,70.83427298656183,1.0818066795674488,19.337314229866344,1.1250813623325613,1034,55.974356252542805,450.0
Oxide,50.44643822042344,1.4729613074227415,35.51079670392021,4.632355135837787,591,83.61324877700747,115.90219227280302
Sulfide,48.542010019874255,1.8781940461550395,36.455163383021926,3.8203695326517666,1573,59.48323087492515,324.43759804450013
Sulfide,144.7821643527492,2.6195231778716788,53.81016811124924,5.818814161053469,59,92.69254420622934,88.58578210485993
Polymer,100.11906317034413,2.019514571768593,33.12471370062191,4.442720975630326,1112,57.77465971227838,314.45089541086907
Sulfide,92.39419761237247,1.358741718586724,23.97212111179471,0.2717246758518076,459,65.35899957478728,450.0
Polymer,74.05076345803185,2.4763407756440587,21.54831741080158,9.940577560795344,104,80.49155730472597,201.5949728427394
Sulfide,75.76276334591876,2.7261881989620833,53.712593834216804,5.4810483535326515,831,58.37827354092132,450.0
Polymer,90.31765049895051,0.44730390265337194,18.55054272091142,4.788944479297634,789,67.81664535765492,183.80296375913292
Sulfide,110.53587491469393,1.6426056349030953,31.293428044157185,9.550711977890135,104,93.6496256042685,55.38327773086331
Oxide,111.27899250363782,0.925084683253088,19.35865574634735,1.6430176391120634,1278,62.58314261934413,450.0
Sulfide,42.320208001708444,0.23647747384314746,48.66520200571877,1.9734522651979578,742,62.87917015215703,450.0
Sulfide,85.0146577699615,2.0387854158305574,33.71863199873095,8.099346015721556,1359,59.19094409933294,314.9421046329338
Oxide,73.55455235443326,2.6020352546317542,27.5571845278406,2.682227692247587,1487,58.848805381305084,450.0
Sulfide,133.16850561501994,0.5724176979844428,28.05498203132334,8.012348352286118,1573,64.6381000446455,176.83062283724172
Oxide,102.08445975838893,2.4559996071093115,52.61071033614897,2.7881814807941754,301,74.6092592066561,450.0
Sulfide,89.22552863407763,2.574847627257131,37.688697714721904,0.4285575392275147,654,56.923884032843375,450.0
Polymer,35.00130348325926,2.7515872837328024,45.89339255656318,5.218445766478488,555,57.472560662518724,450.0
Polymer,98.73292561204349,0.869326758349552,54.851925812534226,2.0471956978559276,628,56.070246535837356,450.0
Sulfide,35.23650773843035,2.721463889050679,55.087083802032105,7.602678300031464,1365,54.850627951944446,450.0
Sulfide,63.83685482354777,1.0299219887356534,26.425452716893158,6.4478763689982665,1516,63.983076722610896,192.32511262290686
Sulfide,38.56945542586314,1.7017802390209582,57.62256315731926,9.243666412981385,1108,55.97094385485564,450.0
Polymer,109.96957411316797,0.24647166541361817,11.243794100730272,7.851584736930786,929,59.67514213261581,296.11113110871526
Sulfide,46.812774798699834,0.22725515626935644,28.841778050808283,1.8896819529231959,1283,61.50848540319508,419.00838084084876
Polymer,70.94171851444338,2.1890823169233884,54.78994287544208,8.021566542981484,360,59.28200396012206,450.0
Oxide,136.43772109044124,1.388991936135594,23.731843990849146,6.453196743658831,87,97.76117432187336,42.44544124092903
Polymer,46.56112984186613,0.8432478885707309,23.654072516065916,6.722621253430186,428,75.16588901788883,168.1375334726435
Polymer,86.01465831464128,0.6521991384722395,25.131114254094435,8.339402571104472,367,76.64058425451292,154.89127685967782
Oxide,74.50531595158286,2.0428651234917323,40.615669242346115,5.780858284970508,343,86.66902909979262,113.69468173246526
Polymer,22.356125335944867,0.10116447767348563,31.91663878071769,4.713434792094827,347,81.4448494386599,107.54323252145976
Sulfide,123.05855476446567,2.4370843906708775,46.33674181766713,6.402746250051407,1827,55.80341613366179,448.16572340631376
Sulfide,28.975967820897964,0.32982385777679357,54.74553212823329,3.049778546687755,1945,55.98754410703275,450.0
Polymer,81.65315272700397,0.6553198832335464,43.70996874714303,1.9077115977622832,96,85.39717839535166,231.02812506053775
Sulfide,92.8881783420635,1.2200855463673599,20.223336009878775,6.2042195969053395,1279,64.38760931219277,214.14863052453015
Polymer,101.69543935989631,1.5060903451767005,56.63409511802511,2.4150988539462293,1878,54.55172361804583,450.0
Sulfide,109.52211181002383,1.1294858358604314,23.224643667373925,0.8911595825314066,1160,56.315239083011086,450.0
Sulfide,52.925409857952964,1.0300652784544524,17.494714766407906,0.10548642739401376,1272,56.15914451557983,450.0
Polymer,21.29724096559842,2.8953564350122467,14.498363943048044,6.122362073860664,1523,54.98189158588909,450.0
Sulfide,114.04767610613855,1.9605810756058435,38.169187033308276,3.685272956454345,884,64.18803449926752,300.41935267427885
Polymer,89.63535791518521,0.16795557056542582,15.68812312403259,7.547878609667214,1982,55.789351446803394,273.9182762196501
Sulfide,128.69530141694236,1.3475101344885083,16.938794205631538,3.8142463432997147,486,77.5001733698067,168.8067134381895
Sulfide,126.78048717709025,2.6375252292575135,25.00152402977483,4.9114341375584445,1426,59.73696763072765,327.8742350894048
Oxide,129.6324018124248,0.9742229405909371,24.08265048422319,4.130141230872311,604,86.99056042881281,84.77869413606595
Oxide,83.06230579734023,0.3742133998457259,40.21197551660711,6.540690431982527,412,90.45975767295946,62.8423462592718
Polymer,63.37169145879253,2.2993158376107616,50.83726397363407,3.6257777039481853,1995,54.172572142319225,450.0
Oxide,122.9025663368781,1.8574401126146358,48.06748281014462,9.641299734428857,1932,56.489064747575526,450.0
Polymer,78.66823469380314,1.7539062726968613,23.124222735823835,9.367855167325448,448,63.98527236984659,304.75627499123715
Oxide,43.847485532446484,0.255372022861483,22.265524899298995,8.495476236307086,247,92.15388513663245,55.24748117906844
Sulfide,131.14662254299168,0.5074471284070002,58.28957650534838,9.210972678670206,770,63.62180635850244,353.6511790607695
Polymer,134.73278398040515,1.90539324901803,10.411812079598006,4.546482915747971,699,57.568684979524484,427.06234486832943
Polymer,80.62026829822211,0.7026891402306238,53.98602665301079,5.410660928215972,421,69.4560535705558,257.0695207757966
Sulfide,29.84096455027237,1.5618032312704306,19.98642595612025,7.44671666632662,124,89.74492851084382,65.36377216814121
Polymer,70.41739168920105,1.680156889485241,57.36421615448839,6.991844656891557,1284,55.30671410889508,450.0
Polymer,124.45989573013844,0.9221708517857242,27.115364241375985,8.917718096494161,1193,58.830565462456335,275.74475623907637
Oxide,137.23062371100974,2.8504329510703292,32.017588694662614,7.191677169841284,941,69.14096987588799,266.1390977165512
Polymer,46.45145652468746,2.543145909823168,45.35603069721905,9.97905861146176,877,55.02187486719191,450.0
Sulfide,28.7065695632853,2.194883172135116,39.383452573663014,3.5502074183327514,1135,57.87416035522144,448.52015610002536
Oxide,134.05555890726902,0.32618221258728636,25.89696648534114,8.346677648170237,1314,76.97892614476318,128.0788263470108
Oxide,70.62264206725379,0.4077770559961563,37.69154579339117,7.006584746043376,1623,72.75119488429597,148.10256498373315
Sulfide,90.42892535478322,1.5290659030083715,46.53534421814431,6.944725807628684,13,98.36844267125845,19.466847778059805
Sulfide,145.84855556659866,0.5660687126538585,12.116747295124604,3.3257723889654893,1287,61.35157058366995,371.65074996954934
Oxide,28.65341462884897,2.936969844235475,10.559965262785205,7.877457744987923,800,61.212488330344605,450.0
Polymer,104.28134096877243,0.5597086786794874,32.903346953644565,9.013722621241232,1047,61.15690246949764,236.74365168884793
Oxide,29.63370493473272,1.5136567228455247,16.591830890175707,2.2636297690535736,945,62.468873100919744,450.0
Sulfide,68.81096070064504,1.1559510648403657,43.21721457323572,6.2924186874553705,200,89.21334587662302,73.05895234768401
Oxide,124.49589087514808,1.954220622216884,20.70262281137171,3.9821348081174746,1266,70.00624785638111,232.4260127175647
Sulfide,76.35139025823247,0.47420558577933225,31.64255533978355,9.896526381019283,1263,66.77957436584106,183.72893508259418
Oxide,149.63370600738355,1.3479176413229337,19.883546843713447,4.840444876733647,303,91.16121808495517,69.21632106106958
Polymer,92.67770704305828,0.8966445951407165,37.42417928745623,2.3603697205897327,1189,56.84943540673871,450.0
Oxide,61.75107984267395,2.6744794215478955,15.802672969228446,3.880390489696142,738,70.22587454222865,312.7725388467253
Oxide,48.61447236761791,0.21769856519061576,11.155342639374012,6.5730000591846,176,94.03309070920125,58.96832057428919
Sulfide,65.56766945720103,2.749809732618732,12.556581905334859,0.8532847763608051,1053,55.00554240543667,450.0
Sulfide,68.4293255887416,2.5156830018037013,57.7129220757655,6.075659010190252,677,59.32875416751918,450.0
Sulfide,28.932778104114927,0.9629550776783647,17.114310930546793,9.31912511587109,535,69.19464155391415,208.45369314788368
Oxide,68.04464592548051,2.3889428985636036,45.42391265684176,8.51859159781272,1318,59.33498380956695,439.9360358324386
Polymer,80.35100756609924,0.19051932498236793,13.396310211141312,0.7699680129140354,477,58.98449926787525,450.0
Sulfide,113.95590779104461,2.9039100958508413,15.408017611759108,9.934559799516775,383,66.22867785205733,405.86595527074417
Sulfide,105.37483301380904,1.627125333510389,35.44381257046673,7.0173965446684035,556,75.11415825498152,161.98440176146005
Oxide,112.13953517979006,0.9795149755897913,33.243546507717184,1.7065801607088347,1797,60.52490615272067,450.0
Sulfide,21.08727864399142,1.1514913165245635,57.57901547199348,0.22291928277729262,1716,55.50469988801176,450.0
Polymer,48.29676194546968,0.2925755250354424,57.24177265103687,1.7956980992922984,1320,54.65659171197039,450.0
Polymer,106.01895749198134,2.9691135907219137,48.98043212712325,8.397941614788811,1675,55.1019361973113,450.0
Sulfide,82.91861786336713,0.2139466409370081,40.105091506367486,0.31422931695712103,334,75.4109612637483,410.91179536677873
Sulfide,20.690751836884974,1.9992306571287912,32.74801586965055,2.408158305819057,1272,56.12344386153527,450.0
Oxide,124.5843035161369,1.3839341903487292,27.808926716421052,7.597325393815266,1265,71.97943089326054,179.95902447236932
Polymer,120.46524452774386,2.8518570327472736,57.354377348777774,5.902494305391538,1130,54.801205173733564,450.0
Polymer,91.29449118916314,0.813399246889706,40.145440571234275,7.849083532565899,898,60.50315925555082,264.11777916688766
Sulfide,28.640232350915376,1.6430517894202328,38.953626384299724,7.486889987885201,931,61.8583441464608,270.86239437731075
Oxide,119.646956439236,1.4988330048899836,21.595056088445745,0.6009537325058668,685,65.91882810688969,450.0
Polymer,95.88276640507732,2.138312687745294,12.334890894255654,8.9358630490321,561,57.358793125601025,450.0
Polymer,121.6547970305347,0.2972296726620195,57.25942898797722,2.34761515939446,123,80.1431549965332,345.61570615743744
Oxide,117.72710901145925,0.661988477067729,25.686762942232697,5.578585158274661,1059,81.45717884038058,101.28255128301024
Oxide,124.39026935451882,0.7222379782692645,32.129451166222935,6.47845274962501,618,87.98025049480802,78.11787156329117
Polymer,87.34104863260123,2.2406371890409003,15.731997179285342,1.7694192877624444,988,55.30942158472739,450.0
Polymer,38.24218736515695,0.6485022193475461,51.8462164954646,9.764689441339646,840,56.33530043107201,405.69854580682437
Oxide,107.25047153935952,1.7631261152838325,11.381591642796531,4.9327439652643585,416,83.64172408879261,161.071826841927
Polymer,100.66159205675618,0.7242070794527656,51.699538104954826,0.670662686414195,708,55.87947762091117,450.0
Sulfide,116.49291433588134,2.5987123552435376,17.01425063939834,9.37889424330062,1645,54.6573317934253,450.0
Sulfide,42.08453078659559,2.8323378180199517,54.3282056315576,5.904051647613354,637,59.30136672667251,450.0
Oxide,45.3467759870376,1.6036296273324973,46.48863186680787,7.022012660015625,1351,63.593074857581456,316.88193513810904
Oxide,135.7532372385127,1.121695764206617,18.233513125365256,5.299240320348819,1319,72.78225597669558,168.78379495680744
Oxide,117.4971137987692,0.7787675475507475,38.2908996429734,8.363905752291979,1456,69.29931129863536,183.65973437586024
Sulfide,138.06970353104197,0.24436490441682693,25.632815717760973,0.4280212757127879,347,78.49858035370755,331.17919104156323
Polymer,118.63299175130969,0.8786502209727366,18.911654945579173,2.756945816243763,37,95.68387507850052,82.97341530107889
Sulfide,97.63018977873924,1.9972837618414219,52.95910997055542,4.7495187283866525,1724,55.51688810175558,450.0
Polymer,105.03725581362357,1.6474891007967114,30.17613832536147,0.8583758015057295,512,57.677543837490845,450.0
Sulfide,135.5866301122013,2.8377197070146893,29.927185718269126,7.088476026333916,849,63.48470187369579,302.73889837936036
Polymer,95.24487808655226,1.2492040612259319,18.494333740331,3.9972677991508436,1994,55.796160518605674,302.11837896812295
Sulfide,102.21087216269036,2.112203692752344,29.153283804288932,2.799413103654626,1924,56.829918355623946,450.0
Oxide,40.34197308046808,1.519035967677852,53.58084231644251,0.1334505834032815,535,59.72314976433373,450.0
Sulfide,81.60975861509336,1.5864710261802137,28.156435524481797,7.226320086324542,910,67.8583334717743,198.1223391503548
Polymer,113.13162455455287,0.8765455123519407,57.5801781249894,8.354712157841332,773,56.34790610493664,450.0
Sulfide,55.2225507811275,1.4193572528417993,57.31544496041937,4.010901303246834,1730,56.29089340260259,450.0
Sulfide,46.29304346818954,1.465276491336851,17.2449329653673,5.685757972630318,1902,57.6868004149125,286.2896363444201
Sulfide,60.79748506917402,2.1492633130719083,18.865562676132242,2.3540975967030247,664,60.06819066477012,450.0
Oxide,51.39508163906835,2.8278559976397304,53.13370351659446,6.259756698173318,1042,59.29415185721841,450.0
Sulfide,47.93864281473146,1.0550317046992623,29.63804594623596,0.2201608373204852,27,96.13386495790432,72.5775172835025
Oxide,75.23060957285131,0.2223813588857655,10.218699114150468,4.937574581277708,536,86.17587444094201,96.98726106247153
Oxide,138.01900680485943,1.5392558639518552,23.69359098526855,6.477634270222853,1053,75.40849822580536,167.31355207045047
Sulfide,85.91775407603338,1.6789378632325889,39.881449659778,9.190098554974366,1675,55.62729231265765,355.6049478567057
Sulfide,44.42964950599199,0.5884775982825542,49.9632982979984,3.8752245895106143,1008,64.55481170863031,247.38303887025316
Sulfide,30.00631701951363,2.3053473582005934,16.669430854662977,7.675383009512195,658,61.63879789736751,346.82446262813147
Polymer,110.50029886793028,2.956294414480326,15.527068220836767,6.017101596440657,1659,54.44760871884286,450.0
Sulfide,69.76383937673042,2.8427466793245366,56.10463267861658,9.277419917958298,640,56.51629292440819,450.0
Oxide,126.8380230560967,0.6716075125885913,47.55741839112913,4.043938989028363,1904,67.38291325410063,222.82895533961553
Sulfide,105.73639992330013,2.638553395712206,39.48898003890392,3.2590438647425812,1141,57.682982606173695,450.0
Polymer,123.5113885703779,2.1430315455938858,48.4593394997964,8.882705787072023,1156,55.07536471944267,450.0
Sulfide,55.35298512439834,1.4161550350400436,31.442718065331924,0.5875195739420623,1313,55.61636599607502,450.0
Polymer,110.00665991993756,1.6677718835417141,47.92278736545633,1.4502153900434005,1742,54.9794537785905,450.0
Polymer,54.32805801018344,2.5638405074491284,28.590149563726786,0.91580390238204,1260,55.775540702975555,450.0
Sulfide,142.0789023285379,1.4923913249512823,22.204728624630118,8.446788570106387,42,96.93630226152204,32.65617424667135
Oxide,102.72865659933868,1.182301370404868,46.45067106464843,0.20501349136616198,1184,57.30901295360818,450.0
Polymer,62.18653402279447,1.530417729775359,30.983614607863416,8.630405839420776,1788,54.5011839511329,342.24074107613984
Sulfide,55.036542097995444,1.7794764317016425,59.06885521630974,4.5675511741755415,1715,55.42723175785711,450.0
Sulfide,44.820456059313656,0.6483251959572116,27.47425911540505,0.13985026065431042,1149,56.525110144822456,450.0
Oxide,110.30332465618461,2.712632417774273,56.086371026553294,4.076287254399214,1284,59.077746381582855,450.0
Polymer,48.433029689730546,2.05514215160588,56.64812742835397,1.9493283263458525,1300,54.37350596467833,450.0
Polymer,97.38942457057358,1.9364798602787179,22.092647353237307,6.281564825974414,213,79.28725464892774,160.71834450957397
Sulfide,54.402553500296456,0.38853905592385063,49.911059079400665,6.825652020224301,1987,57.080290031407294,281.1498504781467
Sulfide,106.05596282320292,1.8521044207005162,31.653725257228256,4.926522947009498,1497,62.35707590340757,242.1674619773561
Oxide,125.94216471027009,0.4507859204916278,55.8762363615174,0.5011433018527327,836,60.64880399841843,450.0
Oxide,121.14328160880491,0.32822325806665725,32.50621363176194,6.595675163235299,702,88.5013842967634,68.02842434054872
Polymer,118.91067302100163,1.6292015973629406,47.2151858668683,8.43618395769466,1594,54.96986969866088,450.0
Polymer,44.40391273999277,1.2680780487348355,33.34837045818989,7.231210345531374,1455,57.18686234676692,296.1266306461537
Sulfide,31.490043107987432,1.8075497834530474,21.39003778564281,8.316583397657654,1739,56.15256854954997,349.93187905496745
Polymer,110.86334770336013,0.35874428736599195,19.967506447234314,2.085044283153786,80,90.22999789113915,132.71887915123318
Oxide,67.88513779326567,1.3498508822570494,31.27155971281728,8.899990602599178,955,73.72483796593367,175.797763957227
Oxide,76.20500943243515,0.6068814736309581,47.77473285071075,3.289715161414832,1252,68.01181932921236,312.753707296917
Sulfide,24.04938206314084,2.962590249179938,40.253574259038345,0.23270766109471117,902,55.6961583238422,450.0
Oxide,53.74493840575639,1.7273356160620057,44.431464495027164,8.4495772986578,1119,62.99016930185346,318.49241181538235
Oxide,24.377932503680324,2.093566896728515,24.116317536597123,9.424030562750795,424,77.82434723637098,197.24986871641727
Oxide,134.2941504381622,1.0437130139795627,34.07176729788027,6.590026154431753,1997,69.40568185146724,184.13225568886418
Oxide,51.64156881840896,0.374742852860098,12.21976324846635,2.3912226415879045,919,68.81135112259001,416.72622748896623
Sulfide,92.45383204449105,2.9300255020722563,50.876620797906035,2.592270196397051,1972,55.16722482717988,450.0
